Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Australian Open,2016-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Kuznetsov An.,Monfils G.,Monfils G.,74,25,693,1485,4.0,1.25,5-7 6-3 3-6 6-7
Australian Open,2016-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Raonic M.,Wawrinka S.,Raonic M.,14,4,2270,6865,2.37,1.57,6-4 6-3 5-7 4-6 6-3
Australian Open,2016-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Isner J.,Ferrer D.,Ferrer D.,11,8,2495,4145,2.62,1.5,4-6 4-6 5-7
Australian Open,2016-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Murray A.,Tomic B.,Murray A.,2,17,8945,1720,1.08,8.0,6-4 6-4 7-6
Australian Open,2016-01-26,Grand Slam,Outdoor,Hard,Quarterfinals,5,Berdych T.,Federer R.,Federer R.,6,3,4560,8165,5.0,1.16,6-7 2-6 4-6
Australian Open,2016-01-26,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Nishikori K.,Djokovic N.,1,7,16790,4235,1.12,6.0,6-3 6-2 6-4
Australian Open,2016-01-27,Grand Slam,Outdoor,Hard,Quarterfinals,5,Ferrer D.,Murray A.,Murray A.,8,2,4145,8945,5.0,1.16,3-6 7-6 2-6 3-6
Australian Open,2016-01-27,Grand Slam,Outdoor,Hard,Quarterfinals,5,Raonic M.,Monfils G.,Raonic M.,14,25,2270,1485,1.36,3.25,6-3 3-6 6-3 6-4
Australian Open,2016-01-28,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Djokovic N.,Djokovic N.,3,1,8165,16790,3.5,1.3,1-6 2-6 6-3 3-6
Australian Open,2016-01-29,Grand Slam,Outdoor,Hard,Semifinals,5,Murray A.,Raonic M.,Murray A.,2,14,8945,2270,1.36,3.25,4-6 7-5 6-7 6-4 6-2
Australian Open,2016-01-31,Grand Slam,Outdoor,Hard,The Final,5,Murray A.,Djokovic N.,Djokovic N.,2,1,8945,16790,5.0,1.2,1-6 5-7 6-7
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Almagro N.,Dutra Silva R.,Almagro N.,47,386,944,114,1.12,6.0,6-3 7-6 5-7 3-6 6-3
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Kudla D.,Dzumhur D.,Dzumhur D.,66,87,770,660,1.25,3.75,6-7 5-7 6-2 6-1 3-6
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Stakhovsky S.,Nishioka Y.,Stakhovsky S.,94,122,635,506,1.22,4.0,6-3 6-4 6-4
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Baker B.,Cilic M.,Cilic M.,589,13,50,2695,13.0,1.04,3-6 5-7 3-6
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Karlovic I.,Coric B.,Karlovic I.,32,50,1270,935,1.36,3.0,7-6 7-6 6-4
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Edmund K.,Mannarino A.,Mannarino A.,68,55,758,880,2.25,1.57,2-6 5-7 4-6
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Herbert P.H.,Kohlschreiber P.,Herbert P.H.,81,22,691,1600,5.5,1.14,7-5 6-3 3-6 6-3
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Lorenzi P.,Lacko L.,Lacko L.,49,123,940,501,5.5,1.14,4-6 7-6 5-7 3-6
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Istomin D.,Anderson K.,Istomin D.,116,25,531,1505,4.33,1.22,4-6 6-7 6-4 7-6 6-3
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Rosol L.,Querrey S.,Querrey S.,73,41,740,1075,4.33,1.22,7-6 7-6 4-6 2-6 10-12
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Simon G.,Tipsarevic J.,Simon G.,20,411,1720,103,1.2,4.5,4-6 6-4 7-5 6-3
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Ward J.,Djokovic N.,Djokovic N.,177,1,309,16950,34.0,1.005,0-6 6-7 4-6
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Ferrer D.,Sela D.,Ferrer D.,14,63,2605,781,1.16,5.0,6-2 6-1 6-1
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Fratangelo B.,Dimitrov G.,Dimitrov G.,112,37,537,1150,3.5,1.3,3-6 4-6 2-6
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Mahut N.,Klein B.,Mahut N.,51,260,919,200,1.08,8.0,7-6 6-4 6-4
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Ward A.,Goffin D.,Goffin D.,245,11,215,2780,13.0,1.04,2-6 3-6 2-6
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Benneteau J.,Marchenko I.,Benneteau J.,547,84,59,679,1.9,1.9,6-4 6-2 7-6
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Garcia-Lopez G.,Seppi A.,Seppi A.,58,45,855,955,3.5,1.3,2-6 4-6 0-6
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Bellucci T.,Bemelmans R.,Bellucci T.,62,193,790,280,1.9,1.9,3-6 6-4 6-3 1-6 8-6
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Donskoy E.,Dolgopolov O.,Dolgopolov O.,78,33,705,1215,5.5,1.14,2-6 4-6 6-3 6-7
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Roger-Vasselin E.,Gabashvili T.,Roger-Vasselin E.,186,103,290,571,1.8,2.0,1-6 6-3 6-4 6-4
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Carreno Busta P.,Raonic M.,Raonic M.,46,7,950,3175,23.0,1.01,6-7 2-6 4-6
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Nishikori K.,Groth S.,Nishikori K.,6,124,4155,498,1.07,9.0,6-4 6-3 7-5
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Berankis R.,Willis M.,Willis M.,54,772,890,26,1.28,3.75,3-6 3-6 4-6
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Haase R.,Schwartzman D.,Haase R.,98,71,615,746,1.16,5.0,2-6 6-2 6-3 2-6 7-5
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Struff J.L.,Evans D.,Evans D.,86,91,661,648,2.1,1.72,3-6 7-6 6-7 5-7
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Johnson S.,Jaziri M.,Johnson S.,29,60,1385,824,1.16,5.0,7-5 7-6 6-4
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Gulbis E.,Sock J.,Sock J.,61,26,811,1415,2.5,1.53,4-6 4-6 4-6
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Chardy J.,Monfils G.,Chardy J.,34,16,1175,2110,2.37,1.57,6-7 6-0 4-6 6-1 6-2
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Cuevas P.,Kuznetsov An.,Kuznetsov An.,24,42,1555,1013,1.8,2.0,3-6 6-3 7-5 3-6 4-6
Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Pella G.,Federer R.,3,52,6425,919,1.005,34.0,7-6 7-6 6-3
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Lajovic D.,Brown D.,Brown D.,82,85,691,673,7.0,1.1,6-4 3-6 6-3 3-6 4-6
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Novikov D.,Saville L.,Novikov D.,145,221,390,241,1.61,2.3,4-6 6-4 7-5 6-4
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Daniel T.,Monaco J.,Monaco J.,114,97,535,620,4.5,1.2,5-7 6-4 3-6 2-6
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Gasquet R.,Bedene A.,Gasquet R.,10,56,2905,870,1.08,8.0,6-3 6-4 6-3
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Estrella Burgos V.,Granollers M.,Granollers M.,77,340,707,138,3.5,1.3,2-6 4-6 6-2 4-6
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Kyrgios N.,Stepanek R.,Kyrgios N.,18,121,1855,506,1.2,4.5,6-4 6-3 6-7 6-1
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Lamasine T.,Troicki V.,Troicki V.,204,27,261,1405,8.0,1.08,4-6 2-6 2-6
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Lu Y.H.,Kudryavtsev A.,Lu Y.H.,76,179,710,302,1.16,5.0,6-4 6-1 6-4
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Skugor F.,Paire B.,Paire B.,194,23,279,1596,3.0,1.4,6-3 6-7 6-2 3-6 8-10
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Tsonga J.W.,Cervantes I.,Tsonga J.W.,12,75,2725,713,1.06,10.0,6-4 7-6 6-4
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Montanes A.,Millman J.,Millman J.,120,67,508,770,8.0,1.08,5-7 6-4 7-5 4-6 3-6
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Ramos-Vinolas A.,Pospisil V.,Ramos-Vinolas A.,36,44,1165,955,3.25,1.33,6-4 3-6 6-3 6-4
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Tursunov D.,Sousa J.,Sousa J.,453,31,85,1275,2.75,1.44,6-3 6-7 6-4 3-6 5-7
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Fritz T.,Wawrinka S.,5,65,5035,778,1.08,8.0,7-6 6-1 6-7 6-4
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Ram R.,Lopez F.,Lopez F.,72,21,743,1630,4.5,1.2,6-7 4-6 4-6
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Becker B.,Bagnis F.,Becker B.,102,96,577,622,1.06,10.0,6-3 6-3 6-1
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Klizan M.,Kukushkin M.,Kukushkin M.,48,57,943,867,3.0,1.4,6-7 6-7 4-6
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Del Potro J.M.,Robert S.,Del Potro J.M.,165,79,320,702,1.12,6.0,6-1 7-5 6-0
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Thompson J.,Bautista Agut R.,Bautista Agut R.,88,15,657,2150,7.0,1.1,3-6 3-6 3-6
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Murray A.,Broady L.,Murray A.,2,235,8915,224,1.005,34.0,6-2 6-3 6-4
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Giraldo S.,Muller G.,Muller G.,129,39,464,1090,8.0,1.08,6-4 7-6 6-7 3-6 13-15
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Berdych T.,Dodig I.,Berdych T.,9,74,2950,724,1.1,7.0,7-6 5-7 6-1 7-6
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Mayer F.,Thiem D.,Thiem D.,80,8,696,3175,3.5,1.33,5-7 4-6 4-6
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Tomic B.,Verdasco F.,Tomic B.,19,53,1760,900,1.44,2.75,4-6 6-3 6-3 3-6 6-4
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Sijsling I.,Vesely J.,Vesely J.,118,64,523,780,2.1,1.72,2-6 4-6 6-7
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Albot R.,Elias G.,Albot R.,110,92,544,647,1.28,3.75,3-6 6-2 7-5 6-4
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Mathieu P.H.,Zverev A.,Zverev A.,59,28,845,1385,5.0,1.16,3-6 4-6 2-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Barton M.,Olivetti A.,Barton M.,248,793,212,24,1.5,2.62,6-7 7-6 6-3 6-7 14-12
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Delbonis F.,Fognini F.,Fognini F.,38,35,1105,1170,3.4,1.33,4-6 6-1 7-6 2-6 3-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Isner J.,Baghdatis M.,Isner J.,17,40,2055,1085,1.4,2.75,7-6 7-6 6-3
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Copil M.,Pouille L.,Pouille L.,174,30,311,1311,1.61,2.25,4-6 6-4 4-6 1-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Young D.,Mayer L.,Young D.,69,90,757,650,1.8,2.0,6-4 7-5 3-6 6-3
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Zeballos H.,Youzhny M.,Youzhny M.,83,70,686,753,7.0,1.1,4-6 4-6 6-3 1-6
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Mannarino A.,Djokovic N.,1,55,16950,880,1.005,34.0,6-4 6-3 7-6
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Willis M.,Federer R.,Federer R.,772,3,26,6425,26.0,1.01,0-6 3-6 4-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Querrey S.,Bellucci T.,Querrey S.,41,62,1075,790,1.2,4.5,6-4 6-3 6-2
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Dolgopolov O.,Evans D.,Evans D.,33,91,1215,648,1.36,3.25,6-7 4-6 1-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Herbert P.H.,Dzumhur D.,Herbert P.H.,81,87,691,660,1.28,3.75,3-6 7-6 7-6 6-2
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Karlovic I.,Lacko L.,Lacko L.,32,123,1270,501,1.2,4.5,3-6 6-3 6-7 4-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Sock J.,Haase R.,Sock J.,26,98,1415,615,1.2,4.5,6-1 6-3 6-7 6-4
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Almagro N.,Istomin D.,Istomin D.,47,116,944,531,2.75,1.4,4-6 6-7 2-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Goffin D.,Roger-Vasselin E.,Goffin D.,11,186,2780,290,1.11,6.5,6-4 6-0 6-3
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrer D.,Mahut N.,Mahut N.,14,51,2605,919,1.61,2.3,1-6 4-6 3-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Cilic M.,Stakhovsky S.,Cilic M.,13,94,2695,635,1.2,4.5,6-2 6-7 6-4 6-4
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Chardy J.,Johnson S.,Johnson S.,34,29,1175,1385,2.5,1.53,1-6 6-7 3-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Kuznetsov An.,Muller G.,Kuznetsov An.,42,39,1013,1090,2.3,1.61,6-3 6-4 6-4
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Seppi A.,Raonic M.,Raonic M.,45,7,955,3175,6.0,1.12,6-7 4-6 2-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Nishikori K.,Benneteau J.,Nishikori K.,6,547,4155,59,1.1,7.0,4-6 6-4 6-4 6-2
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Simon G.,Dimitrov G.,Dimitrov G.,20,37,1720,1150,1.8,2.0,3-6 6-7 6-4 4-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Tomic B.,Albot R.,Tomic B.,19,110,1760,544,1.1,7.0,7-6 6-3 6-7 6-3
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Troicki V.,Ramos-Vinolas A.,Ramos-Vinolas A.,27,36,1405,1165,1.25,4.0,6-3 3-6 3-6 6-2 3-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Millman J.,Paire B.,Millman J.,67,23,770,1596,2.2,1.66,7-6 6-3 4-6 6-2
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Novikov D.,Sousa J.,Sousa J.,145,31,390,1275,2.75,1.44,4-6 4-6 6-3 4-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Gasquet R.,Granollers M.,Gasquet R.,10,340,2905,138,1.1,7.0,4-6 7-5 6-3 6-1
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Lu Y.H.,Murray A.,Murray A.,76,2,710,8915,21.0,1.01,3-6 2-6 1-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Vesely J.,Thiem D.,Vesely J.,64,8,780,3175,6.5,1.11,7-6 7-6 7-6
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Brown D.,Kyrgios N.,Kyrgios N.,85,18,673,1855,8.0,1.08,7-6 1-6 6-2 4-6 4-6
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Del Potro J.M.,Wawrinka S.,Del Potro J.M.,165,5,320,5035,2.62,1.5,3-6 6-3 7-6 6-3
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Becker B.,Berdych T.,Berdych T.,102,9,577,2950,8.0,1.08,4-6 1-6 2-6
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Isner J.,Barton M.,Isner J.,17,248,2055,212,1.05,10.0,7-6 7-6 7-6
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Young D.,Pouille L.,Pouille L.,69,30,757,1311,2.1,1.72,4-6 3-6 3-6
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Lopez F.,Fognini F.,Lopez F.,21,35,1630,1170,1.25,4.0,3-6 6-7 6-3 6-3 6-3
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Monaco J.,Tsonga J.W.,Tsonga J.W.,97,12,620,2725,5.5,1.14,1-6 4-6 3-6
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,2nd Round,5,Zverev A.,Youzhny M.,Zverev A.,28,70,1385,753,1.22,4.33,6-4 3-6 6-0 4-6 6-2
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,3rd Round,5,Evans D.,Federer R.,Federer R.,91,3,648,6425,17.0,1.02,4-6 2-6 2-6
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Johnson S.,Dimitrov G.,Johnson S.,29,37,1385,1150,2.2,1.66,6-7 7-6 6-4 6-2
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Kuznetsov An.,Nishikori K.,Nishikori K.,42,6,1013,4155,5.0,1.16,5-7 3-6 5-7
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Cilic M.,Lacko L.,Cilic M.,13,123,2695,501,1.1,7.0,6-3 6-3 6-4
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Querrey S.,Querrey S.,1,41,16950,1075,1.01,26.0,6-7 1-6 6-3 6-7
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Mahut N.,Herbert P.H.,Mahut N.,51,81,919,691,1.36,3.25,7-6 6-4 3-6 6-3
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Millman J.,Murray A.,Murray A.,67,2,770,8915,23.0,1.01,3-6 5-7 2-6
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Tomic B.,Bautista Agut R.,Tomic B.,19,15,1760,2150,2.0,1.8,6-2 6-4 6-4
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Istomin D.,Goffin D.,Goffin D.,116,11,531,2780,5.5,1.14,4-6 3-6 6-2 1-6
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Raonic M.,Sock J.,Raonic M.,7,26,3175,1415,1.14,5.5,7-6 6-4 7-6
Wimbledon,2016-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Isner J.,Tsonga J.W.,Tsonga J.W.,17,12,2055,2725,2.1,1.72,7-6 6-3 6-7 2-6 17-19
Wimbledon,2016-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Pouille L.,Del Potro J.M.,Pouille L.,30,165,1311,320,5.0,1.16,6-7 7-6 7-5 6-1
Wimbledon,2016-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Ramos-Vinolas A.,Gasquet R.,Gasquet R.,36,10,1165,2905,6.5,1.11,6-2 6-7 2-6 3-6
Wimbledon,2016-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Kyrgios N.,Lopez F.,Kyrgios N.,18,21,1855,1630,1.36,3.25,6-3 6-7 6-3 6-4
Wimbledon,2016-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Zverev A.,Berdych T.,Berdych T.,28,9,1385,2950,2.75,1.44,3-6 4-6 6-4 1-6
Wimbledon,2016-07-03,Grand Slam,Outdoor,Grass,3rd Round,3,Vesely J.,Sousa J.,Vesely J.,64,31,780,1275,1.4,3.0,6-2 6-2 7-5
Wimbledon,2016-07-04,Grand Slam,Outdoor,Grass,4th Round,5,Johnson S.,Federer R.,Federer R.,29,3,1385,6425,5.5,1.14,2-6 3-6 5-7
Wimbledon,2016-07-04,Grand Slam,Outdoor,Grass,4th Round,5,Querrey S.,Mahut N.,Querrey S.,41,51,1075,919,2.2,1.66,6-4 7-6 6-4
Wimbledon,2016-07-04,Grand Slam,Outdoor,Grass,4th Round,5,Goffin D.,Raonic M.,Raonic M.,11,7,2780,3175,5.0,1.16,6-4 6-3 4-6 4-6 4-6
Wimbledon,2016-07-04,Grand Slam,Outdoor,Grass,4th Round,5,Pouille L.,Tomic B.,Pouille L.,30,19,1311,1760,3.4,1.33,6-4 4-6 3-6 6-4 10-8
Wimbledon,2016-07-04,Grand Slam,Outdoor,Grass,4th Round,5,Kyrgios N.,Murray A.,Murray A.,18,2,1855,8915,5.5,1.14,5-7 1-6 4-6
Wimbledon,2016-07-05,Grand Slam,Outdoor,Grass,4th Round,5,Berdych T.,Vesely J.,Berdych T.,9,64,2950,780,1.2,4.5,4-6 6-3 7-6 6-7 6-3
Wimbledon,2016-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Cilic M.,Federer R.,Federer R.,13,3,2695,6425,3.75,1.28,7-6 6-4 3-6 6-7 3-6
Wimbledon,2016-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Raonic M.,Querrey S.,Raonic M.,7,41,3175,1075,1.28,3.75,6-4 7-5 5-7 6-4
Wimbledon,2016-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Pouille L.,Berdych T.,Berdych T.,30,9,1311,2950,4.33,1.22,6-7 3-6 2-6
Wimbledon,2016-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Murray A.,Tsonga J.W.,Murray A.,2,12,8915,2725,1.1,7.0,7-6 6-1 3-6 4-6 6-1
Wimbledon,2016-07-08,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Raonic M.,Raonic M.,3,7,6425,3175,1.5,2.62,3-6 7-6 6-4 5-7 3-6
Wimbledon,2016-07-08,Grand Slam,Outdoor,Grass,Semifinals,5,Murray A.,Berdych T.,Murray A.,2,9,8915,2950,1.1,7.0,6-3 6-3 6-3
Wimbledon,2016-07-10,Grand Slam,Outdoor,Grass,The Final,5,Raonic M.,Murray A.,Murray A.,7,2,3175,8915,4.33,1.25,4-6 6-7 6-7
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,Melzer G.,De Minaur A.,301,87,164,648,2.5,1.53,5-7 6-3 2-6 7-6 6-1
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Dzumhur D.,Troicki V.,Troicki V.,78,35,694,1225,4.33,1.22,4-6 4-6 6-2 6-2 3-6
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Estrella Burgos V.,Bedene A.,Estrella Burgos V.,103,109,586,547,5.0,1.16,7-6 7-5 0-6 6-3
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Mahut N.,Harrison R.,Harrison R.,41,82,1085,664,2.2,1.66,3-6 4-6 2-6
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Nishikori K.,Kuznetsov An.,Nishikori K.,5,45,5010,1015,1.08,8.0,5-7 6-1 6-4 6-7 6-2
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Zverev M.,Zverev M.,74,50,700,894,3.75,1.28,3-6 6-7 4-6
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Halys Q.,Querrey S.,32,155,1355,379,1.36,3.25,6-7 7-6 6-3 6-4
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Bellucci T.,Tomic B.,Tomic B.,62,27,771,1420,3.0,1.4,2-6 1-6 4-6
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Lu Y.H.,Rublev A.,152,60,383,786,3.0,1.4,4-6 6-3 7-6 6-3
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kravchuk K.,Isner J.,Isner J.,88,19,642,1850,6.5,1.11,3-6 4-6 7-6 1-6
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Janowicz J.,Cilic M.,7,273,3605,186,1.1,7.0,4-6 4-6 6-2 6-2 6-3
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Soeda G.,Jaziri M.,Jaziri M.,139,56,431,824,2.3,1.61,3-6 4-6 3-6
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Marchenko I.,Murray A.,1,95,12560,624,1.005,29.0,7-5 7-6 6-2
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Robert S.,Lajovic D.,Lajovic D.,55,94,854,627,1.8,2.0,3-6 3-6 3-6
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,Cuevas P.,Schwartzman D.,54,22,867,1780,1.9,1.9,6-3 6-3 6-0
