Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Australian Open,2012-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Tipsarevic J.,Gasquet R.,Gasquet R.,9,18,2655,1765,1.9,1.9,3-6 3-6 1-6
Australian Open,2012-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Nishikori K.,Benneteau J.,Nishikori K.,26,39,1410,1030,1.8,2.0,4-6 7-6 7-6 6-3
Australian Open,2012-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,Kukushkin M.,Kukushkin M.,15,92,1970,598,1.1,7.0,2-6 5-7 7-5 6-1 4-6
Australian Open,2012-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Murray A.,Llodra M.,Murray A.,4,46,7380,915,1.02,17.0,6-4 6-2 6-0
Australian Open,2012-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Raonic M.,Hewitt L.,Hewitt L.,25,181,1460,265,1.33,3.25,6-4 3-6 6-7 3-6
Australian Open,2012-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Lopez F.,Nadal R.,2,19,9595,1755,1.05,11.0,6-4 6-4 6-2
Australian Open,2012-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Almagro N.,Berdych T.,Berdych T.,10,7,2380,3700,4.33,1.22,6-4 6-7 6-7 6-7
Australian Open,2012-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Del Potro J.M.,Kohlschreiber P.,Del Potro J.M.,11,41,2315,1005,1.18,4.5,6-4 6-2 6-1
Australian Open,2012-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Tomic B.,Federer R.,Federer R.,38,3,1048,8010,9.0,1.07,4-6 2-6 2-6
Australian Open,2012-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Nishikori K.,Tsonga J.W.,Nishikori K.,26,6,1410,4335,5.0,1.16,2-6 6-2 6-1 3-6 6-3
Australian Open,2012-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Gasquet R.,Ferrer D.,Ferrer D.,18,5,1765,4925,2.75,1.44,4-6 4-6 1-6
Australian Open,2012-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Hewitt L.,Djokovic N.,1,181,13630,265,1.01,21.0,6-1 6-3 4-6 6-3
